qid,context,question,answer
phone_1527,"Sản phẩm đẹp, thái độ nhân viên tốt, chơi Liên Quân với Free Fire mượt kết hợp với File fix lag, màn hình to, loa rõ, chất lượng hình ảnh tốt, camera tốt trong tầm giáMấy bạn cày anime với đọc truyện xem phim mà chỉ có tiền ~ 1tr4 thì nên mua Vsmart Bee3 này, hàng Việt Nam chất lượng cao 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳",Khách hàng đánh giá ra sao về thái độ phục vụ của nhân viên tại cửa hàng?, thái độ nhân viên tốt
phone_1528,"Sản phẩm đẹp, thái độ nhân viên tốt, chơi Liên Quân với Free Fire mượt kết hợp với File fix lag, màn hình to, loa rõ, chất lượng hình ảnh tốt, camera tốt trong tầm giáMấy bạn cày anime với đọc truyện xem phim mà chỉ có tiền ~ 1tr4 thì nên mua Vsmart Bee3 này, hàng Việt Nam chất lượng cao 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳",Người dùng đánh giá gì về khả năng chạy các game quốc dân ở sản phẩm?,mượt kết hợp với File fix lag
phone_1529,"Sản phẩm đẹp, thái độ nhân viên tốt, chơi Liên Quân với Free Fire mượt kết hợp với File fix lag, màn hình to, loa rõ, chất lượng hình ảnh tốt, camera tốt trong tầm giáMấy bạn cày anime với đọc truyện xem phim mà chỉ có tiền ~ 1tr4 thì nên mua Vsmart Bee3 này, hàng Việt Nam chất lượng cao 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳",Thiết kế màn hình của sản phẩm trông như thế nào so với trên hình ảnh quảng cáo?,to
phone_1530,"Sản phẩm đẹp, thái độ nhân viên tốt, chơi Liên Quân với Free Fire mượt kết hợp với File fix lag, màn hình to, loa rõ, chất lượng hình ảnh tốt, camera tốt trong tầm giáMấy bạn cày anime với đọc truyện xem phim mà chỉ có tiền ~ 1tr4 thì nên mua Vsmart Bee3 này, hàng Việt Nam chất lượng cao 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳",Cảm nhận của bạn về chất lượng loa của sản phẩm?,rõ
phone_1531,"Sản phẩm đẹp, thái độ nhân viên tốt, chơi Liên Quân với Free Fire mượt kết hợp với File fix lag, màn hình to, loa rõ, chất lượng hình ảnh tốt, camera tốt trong tầm giáMấy bạn cày anime với đọc truyện xem phim mà chỉ có tiền ~ 1tr4 thì nên mua Vsmart Bee3 này, hàng Việt Nam chất lượng cao 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳",Người dùng cho biết chất lượng hình ảnh của sản phẩm như thế nào?,tốt
phone_1532,"Sản phẩm đẹp, thái độ nhân viên tốt, chơi Liên Quân với Free Fire mượt kết hợp với File fix lag, màn hình to, loa rõ, chất lượng hình ảnh tốt, camera tốt trong tầm giáMấy bạn cày anime với đọc truyện xem phim mà chỉ có tiền ~ 1tr4 thì nên mua Vsmart Bee3 này, hàng Việt Nam chất lượng cao 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳",Về camera của sản phẩm hoạt động ra sao?, camera tốt 
phone_1533,"Sản phẩm đẹp, thái độ nhân viên tốt, chơi Liên Quân với Free Fire mượt kết hợp với File fix lag, màn hình to, loa rõ, chất lượng hình ảnh tốt, camera tốt trong tầm giáMấy bạn cày anime với đọc truyện xem phim mà chỉ có tiền ~ 1tr4 thì nên mua Vsmart Bee3 này, hàng Việt Nam chất lượng cao 🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳",Người dùng thấy thương hiệu Việt Nam như thế nào?,chất lượng cao
phone_1534,"Mình thấy sản phẩm sài rất tốt mà! Giá như thế ok rồi, chơi game liên quân,pupg, lướt web, facebook, zalo điều rất mượt và ok, vì máy gam 3ghi và chạy con chip snapdron 632 nên máy rất ổn định! Chỉ có cái camera thì xấu thât, quay phim kg dc 4k và full hd, nó chỉ dừng lại ở hd hoặc hd+ thôi.Mình mua ngày 14/2 cho tới giờ máy rất ok.",Qua trải nghiệm thì bạn thấy sản phẩm sử dụng như thế nào so với các review từ những người dùng khác?,sài rất tốt
phone_1535,"Mình thấy sản phẩm sài rất tốt mà! Giá như thế ok rồi, chơi game liên quân,pupg, lướt web, facebook, zalo điều rất mượt và ok, vì máy gam 3ghi và chạy con chip snapdron 632 nên máy rất ổn định! Chỉ có cái camera thì xấu thât, quay phim kg dc 4k và full hd, nó chỉ dừng lại ở hd hoặc hd+ thôi.Mình mua ngày 14/2 cho tới giờ máy rất ok.",Chất lượng của sản phẩm so với giá cả thì bạn thấy thế nào?,ok rồi
phone_1536,"Mình thấy sản phẩm sài rất tốt mà! Giá như thế ok rồi, chơi game liên quân,pupg, lướt web, facebook, zalo điều rất mượt và ok, vì máy gam 3ghi và chạy con chip snapdron 632 nên máy rất ổn định! Chỉ có cái camera thì xấu thât, quay phim kg dc 4k và full hd, nó chỉ dừng lại ở hd hoặc hd+ thôi.Mình mua ngày 14/2 cho tới giờ máy rất ok.","Người dùng chia sẻ vì sao sản phẩm này chạy các tác vụ từ việc chơi game, mạng xã hội, lướt web đều tốt?",gam 3ghi và chạy con chip snapdron 632
phone_1537,"Mình thấy sản phẩm sài rất tốt mà! Giá như thế ok rồi, chơi game liên quân,pupg, lướt web, facebook, zalo điều rất mượt và ok, vì máy gam 3ghi và chạy con chip snapdron 632 nên máy rất ổn định! Chỉ có cái camera thì xấu thât, quay phim kg dc 4k và full hd, nó chỉ dừng lại ở hd hoặc hd+ thôi.Mình mua ngày 14/2 cho tới giờ máy rất ok.",Độ phân giải tối đa khi quay video mà máy có thể đạt được ra sao?,dừng lại ở hd hoặc hd+
phone_1538,"Máy đẹp, chụp hình ổn nhưng pin mau hết và mặt kính màn hình dễ bể lắm, so với các dòng itel đã dùng trước đó. Để trong balo thôi mà đi xe từ Bình Dương qua Long Khánh nứt nát,không biết vì sao. Gõ chữ sms hoặc zalo thì bình thường nhưng trong fb thì bấm chữ này nhảy chữ kia.",Bạn thấy chất lượng mặt kính màn hình như thế nào?,dễ bể lắm
phone_1539,"Máy đẹp, chụp hình ổn nhưng pin mau hết và mặt kính màn hình dễ bể lắm, so với các dòng itel đã dùng trước đó. Để trong balo thôi mà đi xe từ Bình Dương qua Long Khánh nứt nát,không biết vì sao. Gõ chữ sms hoặc zalo thì bình thường nhưng trong fb thì bấm chữ này nhảy chữ kia.",Khách khách có phản ánh gì về vấn đề độ nhạy bàn phím?,Gõ chữ sms hoặc zalo thì bình thường nhưng trong fb thì bấm chữ này nhảy chữ kia
phone_1540,Khuyên các bạn đừng mua máy này. Có mua thì nên mua f11 pro. Máy dùng hao pin kinh khủng . Pin tụt như nước vậy. Ai có ý định mua thì dung lại. Nên mua f11 pro. Vì pin dùng rất tốt. Còn máy dòng reno f này quá dở. Về mọi mặt thua Oppo f11 pro,Khách hàng phản ánh gì về mức độ hao pin của sản phẩm?,hao pin kinh khủng . Pin tụt như nước vậy
phone_1541,"Máy xài ok quá ạ,mình mua được 2 ngày,sử dụng thấy máy nhẹ mình cầm chơi game không bị mõi,sạc siêu nhanh luôn ạ,phải nói máy reno4 này tối ưu chip tốt ghê á. Mình thì thích chụp ảnh xem phim và chơi game PUBG cả liên quân nữa,thì máy thật sự mượt và màng hình đẹp. Hông có gì để chê luôn.",Bạn có cảm nhận gì sau vài ngày trải nghiệm sử dụng sản phẩm?,xài ok quá
phone_1542,"Máy xài ok quá ạ,mình mua được 2 ngày,sử dụng thấy máy nhẹ mình cầm chơi game không bị mõi,sạc siêu nhanh luôn ạ,phải nói máy reno4 này tối ưu chip tốt ghê á. Mình thì thích chụp ảnh xem phim và chơi game PUBG cả liên quân nữa,thì máy thật sự mượt và màng hình đẹp. Hông có gì để chê luôn.",Bạn đánh giá trọng lượng của máy như thế nào?,nhẹ
phone_1543,"Máy xài ok quá ạ,mình mua được 2 ngày,sử dụng thấy máy nhẹ mình cầm chơi game không bị mõi,sạc siêu nhanh luôn ạ,phải nói máy reno4 này tối ưu chip tốt ghê á. Mình thì thích chụp ảnh xem phim và chơi game PUBG cả liên quân nữa,thì máy thật sự mượt và màng hình đẹp. Hông có gì để chê luôn.",Tốc độ sạc pin của máy như thế nào?,siêu nhanh
phone_1544,"Máy xài ok quá ạ,mình mua được 2 ngày,sử dụng thấy máy nhẹ mình cầm chơi game không bị mõi,sạc siêu nhanh luôn ạ,phải nói máy reno4 này tối ưu chip tốt ghê á. Mình thì thích chụp ảnh xem phim và chơi game PUBG cả liên quân nữa,thì máy thật sự mượt và màng hình đẹp. Hông có gì để chê luôn.",Sau khi trải nghiệm bạn thấy chất lượng con chip của dòng sản phẩm này thế nào?,tối ưu chip tốt
phone_1545,"Máy xài ok quá ạ,mình mua được 2 ngày,sử dụng thấy máy nhẹ mình cầm chơi game không bị mõi,sạc siêu nhanh luôn ạ,phải nói máy reno4 này tối ưu chip tốt ghê á. Mình thì thích chụp ảnh xem phim và chơi game PUBG cả liên quân nữa,thì máy thật sự mượt và màng hình đẹp. Hông có gì để chê luôn.",Cảm giác của bạn về sản phẩm khi đang sử dụng là gì?,thật sự mượt 
phone_1546,"Máy xài ok quá ạ,mình mua được 2 ngày,sử dụng thấy máy nhẹ mình cầm chơi game không bị mõi,sạc siêu nhanh luôn ạ,phải nói máy reno4 này tối ưu chip tốt ghê á. Mình thì thích chụp ảnh xem phim và chơi game PUBG cả liên quân nữa,thì máy thật sự mượt và màng hình đẹp. Hông có gì để chê luôn.",Đánh giá của người dùng về màn hình của sản phẩm?,đẹp
phone_1547,"Máy xài ok quá ạ,mình mua được 2 ngày,sử dụng thấy máy nhẹ mình cầm chơi game không bị mõi,sạc siêu nhanh luôn ạ,phải nói máy reno4 này tối ưu chip tốt ghê á. Mình thì thích chụp ảnh xem phim và chơi game PUBG cả liên quân nữa,thì máy thật sự mượt và màng hình đẹp. Hông có gì để chê luôn.",Người dùng chê điều gì ở sản phẩm?,Hông có gì để chê
phone_1548,"Sản phẩm rất sang trọng thiết kế đẹp, lướt wed chơi game rất mượt mà, cấu hình mạnh giao diện đẹp, camera xóa phông rất ok, sử dụng hơn 1năm mấy mà máy vẫn còn êm như mới và máy sử dụng rất ổn, rất thích pin sử dụng cũng rất lâu.",Bạn thấy sản phẩm này có thiết kế như thế nào?,rất sang trọng thiết kế đẹp
phone_1549,"Sản phẩm rất sang trọng thiết kế đẹp, lướt wed chơi game rất mượt mà, cấu hình mạnh giao diện đẹp, camera xóa phông rất ok, sử dụng hơn 1năm mấy mà máy vẫn còn êm như mới và máy sử dụng rất ổn, rất thích pin sử dụng cũng rất lâu.",Tính năng xóa phông ở camera của máy có chất lượng thế nào?,xóa phông rất ok
phone_1550,"Sản phẩm rất sang trọng thiết kế đẹp, lướt wed chơi game rất mượt mà, cấu hình mạnh giao diện đẹp, camera xóa phông rất ok, sử dụng hơn 1năm mấy mà máy vẫn còn êm như mới và máy sử dụng rất ổn, rất thích pin sử dụng cũng rất lâu.",Người dùng thích nhất điều gì ở sản phẩm?,pin sử dụng cũng rất lâu
phone_1551,"Sản phẩm rất sang trọng thiết kế đẹp, lướt wed chơi game rất mượt mà, cấu hình mạnh giao diện đẹp, camera xóa phông rất ok, sử dụng hơn 1năm mấy mà máy vẫn còn êm như mới và máy sử dụng rất ổn, rất thích pin sử dụng cũng rất lâu.",Bạn có nhận xét gì về độ bền của máy sau một năm sử dụng?,sử dụng hơn 1năm mấy mà máy vẫn còn êm như mới
phone_1552,"mới mua về 1 tuần xài không hài lòng 1 tí nào. kêu sạc nhanh mà sạc lúc nào cũng hơn 2 tiếng, điện thoại bị đơ rất nhiều. nhiều lúc đang nhắn tin lại bị out ra màn hình chính mà trong khi đó mình không bấm gì, tính đem ra tgdd đổi cái khác không biết có được không",Mức độ hài lòng của bạn khi sử dụng sản phẩm?,không hài lòng 1 tí nào
phone_1553,"mới mua về 1 tuần xài không hài lòng 1 tí nào. kêu sạc nhanh mà sạc lúc nào cũng hơn 2 tiếng, điện thoại bị đơ rất nhiều. nhiều lúc đang nhắn tin lại bị out ra màn hình chính mà trong khi đó mình không bấm gì, tính đem ra tgdd đổi cái khác không biết có được không",Bạn thấy điều gì ở sản phẩm không đúng như quảng cáo?,sạc nhanh mà sạc lúc nào cũng hơn 2 tiếng
phone_1554,"mới mua về 1 tuần xài không hài lòng 1 tí nào. kêu sạc nhanh mà sạc lúc nào cũng hơn 2 tiếng, điện thoại bị đơ rất nhiều. nhiều lúc đang nhắn tin lại bị out ra màn hình chính mà trong khi đó mình không bấm gì, tính đem ra tgdd đổi cái khác không biết có được không",Sản phẩm thường hay gặp lỗi gì?,bị đơ rất nhiều. nhiều lúc đang nhắn tin lại bị out ra màn hình chính
phone_1555,Shop cho mk hỏi máy mk ms mua khoảng 1 tuần bị rơi vỡ 1 góc ở mặt lưng và vài đường nứt nhẹ nếu giờ mang máy tới shop có dc hỗ trợ j ko ạ. Vs máy bắt mạng hơi kém dùng 4g chơi game ngoài trời mà đôi khi vẫn bị rớt mạng có cách khắc phục nào ko shop.,Khả năng bắt sóng truy cập internet của sản phẩm thế nào?,hơi kém
phone_1556,Shop cho mk hỏi máy mk ms mua khoảng 1 tuần bị rơi vỡ 1 góc ở mặt lưng và vài đường nứt nhẹ nếu giờ mang máy tới shop có dc hỗ trợ j ko ạ. Vs máy bắt mạng hơi kém dùng 4g chơi game ngoài trời mà đôi khi vẫn bị rớt mạng có cách khắc phục nào ko shop.,Người dùng gặp vấn đề gì ở sản phẩm mới mua cần cửa hàng hỗ trợ?,bị rơi vỡ 1 góc ở mặt lưng và vài đường nứt nhẹ 
